query-id	corpus-id	score
59336	367	1
59984	368	1
59984	369	1
7372	365	1
7372	369	1
66607	365	1
66607	369	1
27717	369	1
27717	367	1
42522	370	1
42522	369	1
73678	371	1
73678	372	1
73678	373	1
61986	371	1
61986	372	1
61986	374	1
48714	372	1
48714	375	1
53573	372	1
53573	374	1
39674	371	1
39674	372	1
39674	373	1
65597	371	1
65597	372	1
65597	374	1
37476	372	1
37476	374	1
36996	371	1
36996	372	1
36996	373	1
38793	371	1
38793	372	1
38793	374	1
44781	372	1
44781	375	1
802	344	1
802	348	1
802	376	1
32001	344	1
32001	348	1
32001	376	1
39128	345	1
39128	376	1
2231	348	1
2231	345	1
2231	376	1
64282	348	1
64282	345	1
64282	376	1
16769	345	1
16769	376	1
67652	345	1
67652	376	1
33454	344	1
33454	348	1
33454	376	1
74040	348	1
74040	345	1
74040	376	1
12143	192	1
12143	377	1
57374	35	1
57374	150	1
57795	378	1
57795	377	1
35991	35	1
35991	150	1
66983	35	1
66983	150	1
47269	35	1
47269	150	1
79783	35	1
79783	150	1
44950	379	1
44950	380	1
11238	382	1
11238	383	1
55596	381	1
55596	346	1
61796	379	1
61796	380	1
58159	382	1
58159	383	1
49793	382	1
49793	346	1
28132	379	1
28132	380	1
31821	379	1
31821	383	1
77239	382	1
77239	383	1
78991	384	1
78991	385	1
9781	386	1
9781	385	1
8254	384	1
8254	385	1
3668	384	1
3668	385	1
33298	387	1
33298	290	1
42106	387	1
42106	290	1
7223	387	1
7223	290	1
51055	388	1
51055	390	1
51055	391	1
22390	388	1
22390	390	1
22390	391	1
36644	388	1
36644	389	1
36644	390	1
36644	242	1
74493	388	1
74493	390	1
74493	391	1
15168	388	1
15168	389	1
15168	242	1
58151	88	1
58151	392	1
30278	89	1
30278	392	1
59828	89	1
59828	392	1
21372	88	1
21372	392	1
44292	89	1
44292	392	1
40621	88	1
40621	392	1
19565	89	1
19565	392	1
1988	88	1
1988	392	1
56150	300	1
56150	73	1
56150	155	1
56150	147	1
60875	300	1
60875	73	1
60875	155	1
60875	228	1
27835	393	1
27835	324	1
9102	394	1
9102	324	1
20075	393	1
20075	324	1
13946	395	1
13946	396	1
13946	397	1
13946	398	1
24084	395	1
24084	396	1
24084	397	1
24084	398	1
19808	395	1
19808	396	1
19808	397	1
19808	398	1
24394	395	1
24394	396	1
24394	397	1
24394	398	1
56588	395	1
56588	396	1
56588	397	1
56588	398	1
55740	395	1
55740	396	1
55740	397	1
55740	398	1
36919	395	1
36919	396	1
36919	397	1
36919	398	1
49893	116	1
49893	126	1
49893	122	1
82027	116	1
82027	126	1
82027	235	1
72448	116	1
72448	236	1
72448	122	1
5621	116	1
5621	126	1
5621	122	1
45481	116	1
45481	126	1
45481	122	1
42734	116	1
42734	126	1
42734	122	1
48447	116	1
48447	126	1
48447	122	1
4364	358	1
4364	285	1
36190	358	1
36190	285	1
35657	399	1
35657	285	1
12175	399	1
12175	285	1
67411	399	1
67411	285	1
9561	399	1
9561	285	1
71478	399	1
71478	285	1
9285	124	1
9285	400	1
14320	204	1
14320	401	1
14910	402	1
14910	403	1
14910	203	1
21576	86	1
21576	85	1
21576	164	1
21576	404	1
5175	86	1
5175	85	1
5175	164	1
5175	387	1
45889	86	1
45889	85	1
45889	164	1
45889	387	1
10510	86	1
10510	85	1
10510	164	1
10510	404	1
25224	86	1
25224	85	1
25224	164	1
25224	387	1
47393	86	1
47393	85	1
47393	164	1
47393	404	1
19329	86	1
19329	85	1
19329	164	1
19329	387	1
45299	86	1
45299	85	1
45299	164	1
45299	404	1
36052	86	1
36052	85	1
36052	164	1
36052	387	1
31780	86	1
31780	85	1
31780	164	1
31780	404	1
7389	196	1
7389	405	1
7389	406	1
31174	178	1
31174	405	1
31174	406	1
20923	196	1
20923	405	1
20923	406	1
548	408	1
548	409	1
548	410	1
548	411	1
29174	408	1
29174	410	1
74335	82	1
74335	236	1
74335	235	1
73945	82	1
73945	236	1
73945	235	1
13679	412	1
13679	413	1
13679	186	1
39847	412	1
39847	414	1
39847	186	1
74145	415	1
74145	413	1
74145	186	1
58178	412	1
58178	413	1
58178	186	1
35452	412	1
35452	413	1
35452	186	1
25039	412	1
25039	413	1
25039	186	1
29166	412	1
29166	413	1
29166	186	1
70254	412	1
70254	413	1
70254	186	1
28758	412	1
28758	414	1
28758	186	1
11122	415	1
11122	413	1
11122	186	1
37509	256	1
37509	416	1
37509	294	1
37509	396	1
46707	256	1
46707	417	1
46707	163	1
46707	398	1
49728	256	1
49728	418	1
49728	294	1
49728	397	1
72800	256	1
72800	418	1
72800	163	1
72800	398	1
69808	256	1
69808	416	1
69808	294	1
69808	398	1
40472	417	1
40472	163	1
40472	396	1
30754	256	1
30754	418	1
30754	398	1
46572	256	1
46572	416	1
46572	397	1
4861	148	1
4861	395	1
74227	148	1
74227	395	1
77495	148	1
77495	395	1
44657	148	1
44657	395	1
66117	148	1
66117	395	1
55618	169	1
55618	419	1
55618	420	1
65774	419	1
65774	420	1
65774	421	1
65774	422	1
60806	423	1
60806	419	1
60806	424	1
25063	423	1
25063	419	1
25063	425	1
80607	169	1
80607	426	1
66991	169	1
66991	426	1
53098	169	1
53098	426	1
70977	169	1
70977	426	1
48361	169	1
48361	426	1
50069	169	1
50069	426	1
19641	427	1
19641	428	1
24648	366	1
24648	428	1
41137	366	1
41137	428	1
52530	366	1
52530	428	1
1878	427	1
1878	428	1
5282	366	1
5282	428	1
31414	366	1
31414	428	1
77004	366	1
77004	428	1
15531	366	1
15531	428	1
56009	366	1
56009	428	1
30966	167	1
30966	429	1
44295	167	1
44295	429	1
17199	430	1
17199	431	1
14474	430	1
14474	431	1
14854	430	1
14854	431	1
66176	430	1
66176	431	1
27803	430	1
27803	431	1
